date_observed,search_term,store,product_title,product_url,package_size_text,package_size,package_unit,displayed_price,unit_price_text,listed_unit_price,listed_unit,is_variable_weight,sale_status,sale_price,regular_price,multi_buy_quantity,multi_buy_unit_price,single_item_price,category,product_family,comparison_group,product_form,attributes,standardized_unit,price_per_standard_unit,data_quality_warning,normalization_error
2026-09-19,eggs,No Frills Canada,Extra Large Size Eggs 12 Pack,https://www.nofrills.ca/en/extra-large-size-eggs-12-pack/p/20812726001_EA,12 ea,12.0,count,4.71,$0.39/1ea,0.39,1unit,False,,,,,,,dairy,eggs,extra_large_eggs,shell,,1unit,0.3925,,
2026-09-18,eggs,Walmart Canada,Great Value XL White 12 Eggs,https://www.walmart.ca/en/ip/Great-Value-XL-White-12-Eggs/6000191273494,12 Eggs,12.0,count,4.63,,,,False,,,,,,,dairy,eggs,extra_large_eggs,shell,,1unit,0.3858333333333333,,
2026-09-19,apples,Food Basics Canada,"Bag of Apples, McIntosh",https://www.foodbasics.ca/aisles/fruits-vegetables/fruits/apples-pears/bag-of-apples/p/033383442891,3 lb,3.0,lb,2.98,$0.22 /100g,0.22,100g,False,sale,2.98,5.99,,,,produce,apples,fresh_apples,bagged,,100g,0.2189925137703117,,
2026-09-19,apples,Food Basics Canada,"Apples, Paula Red",https://www.foodbasics.ca/aisles/fruits-vegetables/fruits/apples-pears/apples/p/033383443201,3 lb,3.0,lb,5.98,$0.44 /100g,0.44,100g,False,,,,,,,produce,apples,fresh_apples,bagged,,100g,0.4394547759551893,,
2026-09-19,apples,Food Basics Canada,"Apple, Lobo",https://www.foodbasics.ca/aisles/fruits-vegetables/fruits/apples-pears/apple/p/4193,,,,0.71,$5.49 /kg$2.49 /lb.,5.49,kg,True,,,,,,,produce,apples,fresh_apples,loose,,100g,0.549,,
2026-09-19,apples,Food Basics Canada,"Apple, McIntosh",https://www.foodbasics.ca/aisles/fruits-vegetables/fruits/apples-pears/apple/p/4152,Sold individually,,,0.93,$5.49 /kg$2.49 /lb.,5.49,kg,True,,,,,,,produce,apples,fresh_apples,loose,,100g,0.549,,
2026-09-19,apples,Food Basics Canada,"Apple, Mutsu",https://www.foodbasics.ca/aisles/fruits-vegetables/fruits/apples-pears/apple/p/4108,Sold individually,,,1.1,$5.49 /kg$2.49 /lb.,5.49,kg,True,,,,,,,produce,apples,fresh_apples,loose,,100g,0.549,,
2026-09-19,apples,Food Basics Canada,"Apple, Golden Delicious",https://www.foodbasics.ca/aisles/fruits-vegetables/fruits/apples-pears/apple/p/4021,Sold individually,,,1.11,$6.35 /kg$2.88 /lb.,6.35,kg,True,,,,,,,produce,apples,fresh_apples,loose,,100g,0.635,,
2026-09-19,apples,Food Basics Canada,"Apple, Red Delicious",https://www.foodbasics.ca/aisles/fruits-vegetables/fruits/apples-pears/apple/p/4015,Sold individually,,,1.21,$6.35 /kg$2.88 /lb.,6.35,kg,True,,,,,,,produce,apples,fresh_apples,loose,,100g,0.635,,
2026-09-19,apples,Food Basics Canada,"Apple, Cosmic Crisp",https://www.foodbasics.ca/aisles/fruits-vegetables/fruits/apples-pears/apple/p/3507,Sold individually,,,1.48,$6.57 /kg$2.98 /lb.,6.57,kg,True,,,,,,,produce,apples,fresh_apples,loose,,100g,0.657,,
2026-09-19,apples,Food Basics Canada,"Apple, Fuji",https://www.foodbasics.ca/aisles/fruits-vegetables/fruits/apples-pears/apple/p/4129,,,,1.05,$6.57 /kg$2.98 /lb.,6.57,kg,True,,,,,,,produce,apples,fresh_apples,loose,,100g,0.657,,
2026-09-19,apples,Food Basics Canada,"Apple, Honeycrisp",https://www.foodbasics.ca/aisles/fruits-vegetables/fruits/apples-pears/apple/p/3283,Sold individually,,,1.4,$8.77 /kg$3.98 /lb.,8.77,kg,True,,,,,,,produce,apples,fresh_apples,loose,,100g,0.877,,
2026-09-19,apples,No Frills Canada,"Naturally Imperfect Apples, 6 lb bag",https://www.nofrills.ca/en/naturally-imperfect-apples-6-lb-bag/p/20868985001_EA,2.72 kg,2.72,kg,7.0,$0.26/100g,0.26,100g,False,,,,,,,produce,apples,fresh_apples,bagged,,100g,0.2573529411764705,,
2026-09-19,apples,No Frills Canada,"McIntosh Apples, 4 lb Bag",https://www.nofrills.ca/en/mcintosh-apples-4-lb-bag/p/20713211001_EA,1.81 kg,1.81,kg,4.99,$0.28/100g,0.28,100g,False,SALE,4.99,7.99,,,,produce,apples,fresh_apples,bagged,,100g,0.2756906077348066,,
2026-09-19,apples,No Frills Canada,Fuji Apples,https://www.nofrills.ca/en/fuji-apples/p/20310940001_KG,,,,1.05,$4.39/1kg $1.99/1lb,4.39,kg,True,,,,,,,produce,apples,fresh_apples,loose,,100g,0.439,,
2026-09-19,apples,No Frills Canada,Granny Smith Apples,https://www.nofrills.ca/en/granny-smith-apples/p/20253488001_KG,,,,1.32,$6.59/1kg $2.99/1lb,6.59,kg,True,,,,,,,produce,apples,fresh_apples,loose,,100g,0.6589999999999999,,
2026-09-19,apples,No Frills Canada,Pink Lady Apples,https://www.nofrills.ca/en/pink-lady-apples/p/20093376001_KG,,,,1.38,$6.59/1kg $2.99/1lb,6.59,kg,True,,,,,,,produce,apples,fresh_apples,loose,,100g,0.6589999999999999,,
2026-09-19,apples,No Frills Canada,"Gala Apples, 3 lb Bag",https://www.nofrills.ca/en/gala-apples-3-lb-bag/p/20606349001_EA,1.36 kg,1.36,kg,8.99,$0.66/100g,0.66,100g,False,,,,,,,produce,apples,fresh_apples,bagged,,100g,0.6610294117647059,,
2026-09-19,apples,No Frills Canada,Apple Cosmic Crisp,https://www.nofrills.ca/en/apple-cosmic-crisp/p/21240884001_KG,,,,1.85,$7.69/1kg $3.49/1lb,7.69,kg,True,,,,,,,produce,apples,fresh_apples,loose,,100g,0.769,,
2026-09-18,apples,Walmart Canada,"Apple, Gala, Sold in singles, 0.13 - 0.18 KG",https://www.walmart.ca/en/ip/apple-gala/6000195494285,0.13 - 0.18 KG,,kg,0.39,22¢/100g,0.22,100g,True,,,,,,,produce,apples,fresh_apples,loose,,100g,0.22,,
2026-09-18,apples,Walmart Canada,"Apple, Golden Delicious, Sold in singles, 0.13 - 0.18 KG",https://www.walmart.ca/en/ip/apple-golden-delicious/6000189882598,0.13 - 0.18 KG,,kg,0.33,22¢/100g,0.22,100g,True,,,,,,,produce,apples,fresh_apples,loose,,100g,0.22,,
2026-09-18,apples,Walmart Canada,"Macintosh Apple, 3 lb Bag",https://www.walmart.ca/en/ip/macintosh-apple/6000194126173,3 lb,3.0,lb,3.98,,,,False,,,,,,,produce,apples,fresh_apples,bagged,,100g,0.2924799344986042,,
2026-09-18,apples,Walmart Canada,"Royal Gala Apple, Your Fresh Market, 3 lb bag",https://www.walmart.ca/en/ip/royal-gala-apple-your-fresh-market/6000197346282,3 lb,3.0,lb,3.98,,,,False,,,,,,,produce,apples,fresh_apples,bagged,,100g,0.2924799344986042,,
2026-09-18,apples,Walmart Canada,"Apples, Rave, Your Fresh Market, 1.36 kg (3 lb)",https://www.walmart.ca/en/ip/apples-rave-your-fresh-market/4Q5R36TU3DHH,3 lb,3.0,lb,4.98,,,,False,,,,,,,produce,apples,fresh_apples,loose,,100g,0.3659673552268968,,
2026-09-18,apples,Walmart Canada,"Apple, Empire, Sold in singles, 0.13 - 0.18 KG",https://www.walmart.ca/en/ip/apple-empire/6000197059538,0.13 - 0.18 KG,,kg,0.67,43¢/100g,0.43,100g,True,,,,,,,produce,apples,fresh_apples,loose,,100g,0.43,,
2026-09-18,apples,Walmart Canada,"Apple, Honeycrisp, Sold in singles, 0.13 - 0.18 KG",https://www.walmart.ca/en/ip/apple-honeycrisp/6000192860450,0.13 - 0.18 KG,,kg,1.0,55¢/100g,0.55,100g,True,,,,,,,produce,apples,fresh_apples,loose,,100g,0.55,,
2026-09-18,apples,Walmart Canada,"Apple, Pink Lady, Sold in singles, 0.13 - 0.18 KG",https://www.walmart.ca/en/ip/apple-pink-lady/6000197214092,0.13 - 0.18 KG,,kg,0.85,55¢/100g,0.55,100g,True,,,,,,,produce,apples,fresh_apples,loose,,100g,0.55,,
2026-09-18,apples,Walmart Canada,"Your Fresh Market Organic Gala Apples, 2 lb Bag",https://www.walmart.ca/en/ip/your-fresh-market-organic-gala-apples/6000196625209,2 lb,2.0,lb,6.44,,,,False,,,,,,,produce,apples,fresh_apples,bagged,organic,100g,0.7098884842353058,,
2026-09-18,apples,Walmart Canada,"Apples, Pink Lady Organic, 2lbs bag",https://www.walmart.ca/en/ip/apples-pink-lady-organic/2YCNCD230HC1,2lbs,2.0,lb,6.97,,,,False,,,,,,,produce,apples,fresh_apples,bagged,organic,100g,0.7683109837142983,,
2026-09-19,bananas,Food Basics Canada,Green banana,https://www.foodbasics.ca/aisles/fruits-vegetables/fruits/bananas-plantains/green-banana/p/4231,Sold individually,,,0.29,$1.52 /kg$0.69 /lb.,1.52,kg,True,,,,,,,produce,bananas,fresh_bananas,loose,,100g,0.152,,
2026-09-19,bananas,Food Basics Canada,Organic Banana,https://www.foodbasics.ca/aisles/fruits-vegetables/fruits/bananas-plantains/organic-banana/p/94011,,,,0.48,$2.54 /kg$1.15 /lb.,2.54,kg,True,,,,,,,produce,bananas,fresh_bananas,loose,organic,100g,0.254,,
2026-09-19,bananas,Food Basics Canada,Thai Banana,https://www.foodbasics.ca/aisles/fruits-vegetables/vegetables/exotic-vegetables/thai-banana/p/4238,,,,3.95,$3.95 /kg$1.79 /lb.,3.95,kg,True,,,,,,,produce,bananas,fresh_bananas,loose,,100g,0.395,,
2026-09-19,bananas,No Frills Canada,"Bananas, Bunch",https://www.nofrills.ca/en/bananas-bunch/p/20175355001_KG,,,,1.75,$1.52/1kg $0.69/1lb,1.52,kg,True,,,,,,,produce,bananas,fresh_bananas,loose,,100g,0.152,,
2026-09-19,bananas,No Frills Canada,Green Cooking Bananas,https://www.nofrills.ca/en/green-cooking-bananas/p/20077385001_KG,,,,1.79,$1.74/1kg $0.79/1lb,1.74,kg,True,,,,,,,produce,bananas,fresh_bananas,loose,,100g,0.174,,
2026-09-19,bananas,No Frills Canada,"Organic Bananas, Bunch",https://www.nofrills.ca/en/organic-bananas-bunch/p/20139509001_KG,,,,2.64,$2.40/1kg $1.09/1lb,2.4,kg,True,,,,,,,produce,bananas,fresh_bananas,loose,organic,100g,0.24,,
2026-09-19,bananas,No Frills Canada,"Gerber Puffs, Banana Flavour, Snack for Babies 8 Mo & Up",https://www.nofrills.ca/en/gerber-puffs-banana-flavour-snack-for-babies-8-mo/p/20304618002_EA,42 g,42.0,g,3.0,$7.14/100g,7.14,100g,False,,,,,,,produce,bananas,fresh_bananas,loose,,100g,7.142857142857142,,
2026-09-18,bananas,Walmart Canada,"Banana, Sold in singles, 0.15 - 0.23 KG",https://www.walmart.ca/en/ip/banana/875806,0.15 - 0.23 KG,,kg,0.35,15¢/100g,0.15,100g,True,,,,,,,produce,bananas,fresh_bananas,loose,,100g,0.15,,
2026-09-18,bananas,Walmart Canada,"Fairtrade Organic Banana, Sold in singles, 0.15 - 0.24 KG",https://www.walmart.ca/en/ip/fairtrade-organic-banana/6000191272016,0.15 - 0.24 KG,,kg,0.57,24¢/100g,0.24,100g,True,,,,,,,produce,bananas,fresh_bananas,loose,organic,100g,0.24,,
2026-09-19,bananas,No Frills Canada,"Plantains, Single",https://www.nofrills.ca/en/plantains-single/p/20111926001_KG,,,,1.23,$3.73/1kg $1.69/1lb,3.73,kg,True,,,,,,,produce,plantains,fresh_plantains,loose,,100g,0.373,,
2026-09-18,bananas,Walmart Canada,"Plantain, Sold in Singles, 0.25 - 0.35 KG",https://www.walmart.ca/en/ip/plantain/6000196180853,0.25 - 0.35 KG,,kg,1.55,44¢/100g,0.44,100g,True,,,,,,,produce,plantains,fresh_plantains,loose,,100g,0.44,,
2026-09-19,eggs,Food Basics Canada,"Large Eggs, Value Pack",https://www.foodbasics.ca/aisles/dairy-eggs/eggs/whole-eggs/large-eggs/p/059749976879,30 un,30.0,count,9.59,$0.32 /un.,0.32,1unit,False,,,,,,,dairy,eggs,large_eggs,shell,,1unit,0.3196666666666666,,
2026-09-19,eggs,Food Basics Canada,Large Eggs,https://www.foodbasics.ca/aisles/dairy-eggs/eggs/whole-eggs/large-eggs/p/059749896078,18 un,18.0,count,5.92,$0.33 /un.,0.33,1unit,False,,,,,,,dairy,eggs,large_eggs,shell,,1unit,0.3288888888888889,,
2026-09-19,eggs,Food Basics Canada,Large Eggs,https://www.foodbasics.ca/aisles/dairy-eggs/eggs/whole-eggs/large-eggs/p/059749896054,12 un,12.0,count,3.99,$0.33 /un.,0.33,1unit,False,,,,,,,dairy,eggs,large_eggs,shell,,1unit,0.3325,,
2026-09-19,eggs,Food Basics Canada,"Large Free-Run Eggs, Naturalia",https://www.foodbasics.ca/aisles/dairy-eggs/eggs/whole-eggs/large-free-run-eggs/p/059749992220,18 un,18.0,count,8.99,$0.50 /un.,0.5,1unit,False,,,,,,,dairy,eggs,large_eggs,shell,free_run,1unit,0.4994444444444444,,
2026-09-19,eggs,Food Basics Canada,"Large Free-Run Eggs, Naturalia",https://www.foodbasics.ca/aisles/dairy-eggs/eggs/whole-eggs/large-free-run-eggs/p/059749992206,12 un,12.0,count,6.09,$0.51 /un.,0.51,1unit,False,,,,,,,dairy,eggs,large_eggs,shell,free_run,1unit,0.5075,,
2026-09-19,eggs,Food Basics Canada,"Large Free-Run Omega-3 Eggs, Naturalia",https://www.foodbasics.ca/aisles/dairy-eggs/eggs/whole-eggs/large-free-run-omega-3-eggs/p/059749992237,12 un,12.0,count,6.09,$6.09 /un.,6.09,1unit,False,,,,,,,dairy,eggs,large_eggs,shell,free_run|omega_3,1unit,0.5075,Listed unit price differs from the package-derived price by 12.00x; package-derived normalization was retained.,
2026-09-19,eggs,Food Basics Canada,"Large Organic Brown Eggs, Free-Range",https://www.foodbasics.ca/aisles/dairy-eggs/eggs/whole-eggs/large-organic-brown-eggs/p/059749976817,12 un,12.0,count,7.99,$0.67 /un.,0.67,1unit,False,,,,,,,dairy,eggs,large_eggs,shell,organic|free_range,1unit,0.6658333333333334,,
2026-09-19,eggs,No Frills Canada,Large Size Eggs 12 Pack,https://www.nofrills.ca/en/large-size-eggs-12-pack/p/20812144001_EA,12 ea,12.0,count,3.93,$0.33/1ea,0.33,1unit,False,,,,,,,dairy,eggs,large_eggs,shell,,1unit,0.3275,,
2026-09-19,eggs,No Frills Canada,Premium Large Eggs,https://www.nofrills.ca/en/premium-large-eggs/p/20822787001_EA,18 ea,18.0,count,6.98,$0.39/1ea,0.39,1unit,False,,,,,,,dairy,eggs,large_eggs,shell,,1unit,0.3877777777777778,,
2026-09-19,eggs,No Frills Canada,"Nature's Best White Eggs, Large",https://www.nofrills.ca/en/nature-s-best-white-eggs-large/p/20814983001_EA,12 ea,12.0,count,5.0,$0.42/1ea,0.42,1unit,False,SALE,5.0,5.69,,,,dairy,eggs,large_eggs,shell,,1unit,0.4166666666666667,,
2026-09-19,eggs,No Frills Canada,"Naturegg Nest Laid White Eggs, Large",https://www.nofrills.ca/en/naturegg-nest-laid-white-eggs-large/p/20816075001_EA,12 ea,12.0,count,5.0,$0.42/1ea,0.42,1unit,False,SALE,5.0,6.19,,,,dairy,eggs,large_eggs,shell,,1unit,0.4166666666666667,,
2026-09-19,eggs,No Frills Canada,Brown Eggs Free Run Omega-3 Size: Large,https://www.nofrills.ca/en/brown-eggs-free-run-omega-3-size-large/p/21542380001_EA,18 ea,18.0,count,10.49,$0.58/1ea,0.58,1unit,False,,,,,,,dairy,eggs,large_eggs,shell,free_run|omega_3,1unit,0.5827777777777778,,
2026-09-19,eggs,No Frills Canada,"Free-Range Large Brown Eggs, Club Pack (30 Count)",https://www.nofrills.ca/en/free-range-large-brown-eggs-club-pack-30-count/p/21205224001_EA,30 ea,30.0,count,17.5,$0.58/1ea,0.58,1unit,False,,,,,,,dairy,eggs,large_eggs,shell,free_range,1unit,0.5833333333333334,,
2026-09-19,eggs,No Frills Canada,Free Run Brown Eggs Large,https://www.nofrills.ca/en/free-run-brown-eggs-large/p/20813628001_EA,12 ea,12.0,count,7.18,$0.60/1ea,0.6,1unit,False,,,,,,,dairy,eggs,large_eggs,shell,free_run,1unit,0.5983333333333333,,
2026-09-19,eggs,No Frills Canada,Organics Large Size Free-Range Brown Eggs 12 Pack,https://www.nofrills.ca/en/organics-large-size-free-range-brown-eggs-12-pack/p/20813711001_EA,12 ea,12.0,count,7.99,$0.67/1ea,0.67,1unit,False,,,,,,,dairy,eggs,large_eggs,shell,organic|free_range,1unit,0.6658333333333334,,
2026-09-18,eggs,Walmart Canada,Great Value Large 12 Eggs,https://www.walmart.ca/en/ip/Great-Value-Large-12-Eggs/10052944,12 Eggs,12.0,count,3.93,,,,False,,,,,,,dairy,eggs,large_eggs,shell,,1unit,0.3275,,
2026-09-18,eggs,Walmart Canada,Gray Ridge Premium Large White 18 Eggs,https://www.walmart.ca/en/ip/Gray-Ridge-Premium-Large-White-18-Eggs/6000191268613,18 Eggs,18.0,count,6.98,,,,False,,,,,,,dairy,eggs,large_eggs,shell,,1unit,0.3877777777777778,,
2026-09-18,eggs,Walmart Canada,Gray Ridge Large Brown 18 Eggs,https://www.walmart.ca/en/ip/Gray-Ridge-Large-Brown-18-Eggs/6000191268641,18 Eggs,18.0,count,7.24,,,,False,,,,,,,dairy,eggs,large_eggs,shell,,1unit,0.4022222222222222,,
2026-09-18,eggs,Walmart Canada,Great Value Omega-3 Large White 12 Eggs,https://www.walmart.ca/en/ip/Great-Value-Omega-3-Large-White-12-Eggs/6000196968682,12 Eggs,12.0,count,6.22,,,,False,sale,6.22,6.93,,,,dairy,eggs,large_eggs,shell,omega_3,1unit,0.5183333333333333,,
2026-09-18,eggs,Walmart Canada,Conestoga Farms Free Run Omega3 Large 18 Eggs,https://www.walmart.ca/en/ip/Conestoga-Farms-Free-Run-Omega3-Large-18-Eggs/15SGVF892XRR,18 Eggs,18.0,count,9.98,,,,False,,,,,,,dairy,eggs,large_eggs,shell,free_run|omega_3,1unit,0.5544444444444445,,
2026-09-18,eggs,Walmart Canada,Conestoga Farms Free Run Omega-3 Large Brown 12 Eggs,https://www.walmart.ca/en/ip/Conestoga-Farms-Free-Run-Omega-3-Large-Brown-12-Eggs/6000197453383,12 Eggs,12.0,count,7.28,,,,False,,,,,,,dairy,eggs,large_eggs,shell,free_run|omega_3,1unit,0.6066666666666667,,
2026-09-18,eggs,Walmart Canada,Great Value Organic Free Run Large Brown 12 Eggs,https://www.walmart.ca/en/ip/Great-Value-Organic-Free-Run-Large-Brown-12-Eggs/6000196119460,12 Eggs,12.0,count,7.88,,,,False,,,,,,,dairy,eggs,large_eggs,shell,organic|free_run,1unit,0.6566666666666666,,
2026-09-19,cheese,No Frills Canada,Marble Farmer's Cheese,https://www.nofrills.ca/en/marble-farmer-s-cheese/p/20975773_EA,700 g,700.0,g,10.0,$1.43/100g,1.43,100g,False,,,,,,,dairy,cheese,marble_cheese,unspecified,,100g,1.4285714285714286,,
2026-09-19,cheese,No Frills Canada,Marble Farmer's Cheese,https://www.nofrills.ca/en/marble-farmer-s-cheese/p/21289745_EA,400 g,400.0,g,5.99,$1.50/100g,1.5,100g,False,,,,,,,dairy,cheese,marble_cheese,unspecified,,100g,1.4975,,
2026-09-19,cheese,No Frills Canada,Marble Cheese Slices,https://www.nofrills.ca/en/marble-cheese-slices/p/21290705_EA,240 g,240.0,g,4.77,$1.99/100g,1.99,100g,False,,,,,,,dairy,cheese,marble_cheese,sliced,,100g,1.9874999999999996,,
2026-09-19,eggs,Food Basics Canada,Medium Eggs,https://www.foodbasics.ca/aisles/dairy-eggs/eggs/whole-eggs/medium-eggs/p/059749896047,12 un,12.0,count,3.79,$0.32 /un.,0.32,1unit,False,,,,,,,dairy,eggs,medium_eggs,shell,,1unit,0.3158333333333333,,
2026-09-19,eggs,No Frills Canada,Medium Size Eggs 12 Pack,https://www.nofrills.ca/en/medium-size-eggs-12-pack/p/20813386001_EA,12 ea,12.0,count,3.79,$0.32/1ea,0.32,1unit,False,,,,,,,dairy,eggs,medium_eggs,shell,,1unit,0.3158333333333333,,
2026-09-19,eggs,No Frills Canada,"Eggs, Medium",https://www.nofrills.ca/en/eggs-medium/p/21685186001_EA,30 ea,30.0,count,9.54,$0.32/1ea,0.32,1unit,False,,,,,,,dairy,eggs,medium_eggs,shell,,1unit,0.3179999999999999,,
2026-09-18,eggs,Walmart Canada,Gray Ridge Medium White 60 Eggs,https://www.walmart.ca/en/ip/Gray-Ridge-Medium-White-60-Eggs/3IH8YI1WOI5C,60 Eggs,60.0,count,17.98,,,,False,,,,,,,dairy,eggs,medium_eggs,shell,,1unit,0.2996666666666667,,
2026-09-18,eggs,Walmart Canada,Great Value Medium White 30 Eggs,https://www.walmart.ca/en/ip/Great-Value-Medium-White-30-Eggs/29JQFZYPVSQ1,30 Eggs,30.0,count,9.18,,,,False,,,,,,,dairy,eggs,medium_eggs,shell,,1unit,0.306,,
2026-09-19,cheese,Food Basics Canada,Pizza Mozzarella Cheese,https://www.foodbasics.ca/aisles/dairy-eggs/packaged-cheese/cheese-blocks/pizza-mozzarella-cheese/p/059749969444,400 g,400.0,g,4.88,$1.22 /100g,1.22,100g,False,sale,4.88,5.99,,,,dairy,cheese,mozzarella_cheese,unspecified,,100g,1.22,,
2026-09-19,cheese,Food Basics Canada,Mozzarella Cheese,https://www.foodbasics.ca/aisles/dairy-eggs/packaged-cheese/cheese-blocks/mozzarella-cheese/p/068200885179,400 g,400.0,g,7.99,$2.00 /100g,2.0,100g,False,,,,,,,dairy,cheese,mozzarella_cheese,unspecified,,100g,1.9975,,
2026-09-19,pasta,No Frills Canada,Dairy Free Mozzarella Cheese Shreds,https://www.nofrills.ca/en/dairy-free-mozzarella-cheese-shreds/p/21591969_EA,200 g,200.0,g,6.0,$3.00/100g,3.0,100g,False,,,,,,,dairy,cheese,mozzarella_cheese,shredded,dairy_free,100g,3.0,,
2026-09-19,cheese,No Frills Canada,Fresh Mozzarella Slice Ball,https://www.nofrills.ca/en/fresh-mozzarella-slice-ball/p/21547229_EA,227 g,227.0,g,6.99,$3.08/100g,3.08,100g,False,,,,,,,dairy,cheese,mozzarella_cheese,ball,,100g,3.079295154185022,,
2026-09-18,cheese,Walmart Canada,Daiya Dairy Free Mozzarella Cheese Shreds,https://www.walmart.ca/en/ip/daiya-dairy-free-mozzarella-cheese-shreds/6000202561304,,,,4.88,$2.44/100g,2.44,100g,False,,,,,,,dairy,cheese,mozzarella_cheese,shredded,dairy_free,100g,2.44,,
2026-09-19,cheese,Food Basics Canada,Cheddar-Style Processed Cheese Slices,https://www.foodbasics.ca/aisles/dairy-eggs/packaged-cheese/sliced-cheese/cheddar-style-processed-cheese-slices/p/068200877808,410 g,410.0,g,3.88,$0.95 /100g,0.95,100g,False,sale,3.88,4.29,,,,dairy,cheese,processed_cheese,sliced,,100g,0.946341463414634,,
2026-09-19,bread,Food Basics Canada,Sliced White Bread,https://www.foodbasics.ca/aisles/bread-bakery-products/packaged-bread/white/sliced-white-bread/p/059749916370,675 g,675.0,g,2.48,$0.37 /100g,0.37,100g,False,,,,,,,bakery,bread,sliced_bread,sliced_loaf,,100g,0.3674074074074074,,
2026-09-19,bread,Food Basics Canada,Whole Wheat Sliced Bread,https://www.foodbasics.ca/aisles/bread-bakery-products/packaged-bread/whole-wheat-grain/whole-wheat-sliced-bread/p/059749916387,675 g,675.0,g,2.48,$0.37 /100g,0.37,100g,False,,,,,,,bakery,bread,sliced_bread,sliced_loaf,whole_wheat,100g,0.3674074074074074,,
2026-09-19,bread,Food Basics Canada,"Italian-Style Thick Sliced White Bread, Classico",https://www.foodbasics.ca/aisles/bread-bakery-products/packaged-bread/white/italian-style-thick-sliced-white-bread/p/068721003502,675 g,675.0,g,2.99,$0.44 /100g,0.44,100g,False,sale,2.99,4.19,,,,bakery,bread,sliced_bread,sliced_loaf,,100g,0.4429629629629629,,
2026-09-19,bread,Food Basics Canada,"Sliced White Bread, Artesano",https://www.foodbasics.ca/aisles/bread-bakery-products/packaged-bread/white/sliced-white-bread/p/061077302107,600 g,600.0,g,2.99,$0.50 /100g,0.5,100g,False,sale,2.99,4.19,,,,bakery,bread,sliced_bread,sliced_loaf,,100g,0.4983333333333333,,
2026-09-19,bread,Food Basics Canada,White Sliced Bread,https://www.foodbasics.ca/aisles/bread-bakery-products/packaged-bread/white/white-sliced-bread/p/068721002222,675 g,675.0,g,3.69,or $3.69 ea. $0.44 /100g,0.44,100g,False,multi-buy,3.0,,2.0,3.0,3.69,bakery,bread,sliced_bread,sliced_loaf,,100g,0.5466666666666666,,
2026-09-19,bread,Food Basics Canada,Country-Style Bread,https://www.foodbasics.ca/aisles/bread-bakery-products/tortillas-flat-breads/flat-bread-naan/country-style-bread/p/029145684630,475 g,475.0,g,2.99,$0.63 /100g,0.63,100g,False,,,,,,,bakery,bread,sliced_bread,sliced_loaf,,100g,0.6294736842105264,,
2026-09-19,bread,Food Basics Canada,Multigrain Bread,https://www.foodbasics.ca/aisles/bread-bakery-products/tortillas-flat-breads/flat-bread-naan/multigrain-bread/p/029145684616,475 g,475.0,g,2.99,$0.63 /100g,0.63,100g,False,,,,,,,bakery,bread,sliced_bread,sliced_loaf,,100g,0.6294736842105264,,
2026-09-19,bread,Food Basics Canada,Sliced Sourdough Bread,https://www.foodbasics.ca/aisles/bread-bakery-products/tortillas-flat-breads/flat-bread-naan/sliced-sourdough-bread/p/029145684623,475 g,475.0,g,2.99,$0.63 /100g,0.63,100g,False,,,,,,,bakery,bread,sliced_bread,sliced_loaf,,100g,0.6294736842105264,,
2026-09-19,bread,Food Basics Canada,Whole Grain 12 Grain Sliced Bread,https://www.foodbasics.ca/aisles/bread-bakery-products/packaged-bread/whole-wheat-grain/whole-grain-12-grain-sliced-bread/p/068721722342,600 g,600.0,g,4.19,$0.70 /100g,0.7,100g,False,,,,,,,bakery,bread,sliced_bread,sliced_loaf,whole_wheat,100g,0.6983333333333334,,
2026-09-19,bread,Food Basics Canada,Rye Bread,https://www.foodbasics.ca/aisles/bread-bakery-products/packaged-bread/rye-other-grains/rye-bread/p/063004005006,500 g,500.0,g,3.99,$0.80 /100g,0.8,100g,False,,,,,,,bakery,bread,sliced_bread,sliced_loaf,,100g,0.798,,
2026-09-19,bread,Food Basics Canada,Sliced White Bread,https://www.foodbasics.ca/aisles/bread-bakery-products/packaged-bread/white/sliced-white-bread/p/068721378815,600 g,600.0,g,4.99,$0.83 /100g,0.83,100g,False,,,,,,,bakery,bread,sliced_bread,sliced_loaf,,100g,0.8316666666666667,,
2026-09-19,bread,No Frills Canada,100% Whole Wheat Bread,https://www.nofrills.ca/en/100-whole-wheat-bread/p/21509877_EA,675 g,675.0,g,2.48,$0.37/100g,0.37,100g,False,,,,,,,bakery,bread,sliced_bread,sliced_loaf,whole_wheat,100g,0.3674074074074074,,
2026-09-19,bread,No Frills Canada,Original Bread,https://www.nofrills.ca/en/original-bread/p/21509822_EA,675 g,675.0,g,2.48,$0.37/100g,0.37,100g,False,,,,,,,bakery,bread,sliced_bread,sliced_loaf,,100g,0.3674074074074074,,
2026-09-19,bread,No Frills Canada,White Bread,https://www.nofrills.ca/en/white-bread/p/20276296_EA,675 g,675.0,g,2.5,$0.37/100g,0.37,100g,False,,,,,,,bakery,bread,sliced_bread,sliced_loaf,,100g,0.3703703703703704,,
2026-09-19,bread,No Frills Canada,Thick Slice 100% Whole Wheat Bread,https://www.nofrills.ca/en/thick-slice-100-whole-wheat-bread/p/20322326_EA,675 g,675.0,g,4.0,$0.59/100g,0.59,100g,False,,,,,,,bakery,bread,sliced_bread,sliced_loaf,whole_wheat,100g,0.5925925925925926,,
